Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.26,0.1,0,0.04,0.38,64,16,6,16,WayForward,E,SpongeBob SquigglePants 3D,4/12/2011,0,19704,0,0,0,25902,0,0
Silent Hill HD Collection,Xbox 360,2012,Action,Konami Digital Entertainment,0.22,0.12,0.02,0.04,0.38,69,34,5.6,196,Konami,M,Silent Hill HD Collection,3/20/2012,0,42460,0,0,0,43556,0,0
SpongeBob's Surf & Skate Roadtrip,Xbox 360,2011,Action,THQ,0.4,0.07,0,0.03,0.5,nan,nan,nan,nan,nan,nan,SpongeBob's Surf & Skate Roadtrip,11/8/2011,0,39780,0,0,0,44288,0,0
NASCAR Unleashed,3DS,2011,Racing,Activision,0.73,0,0,0.05,0.78,nan,nan,0,nan,Firebrand Games,E,NASCAR Unleashed,11/1/2011,0,34178,0,0,0,47416,0,0
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.22,0.1,0,0.06,0.38,61,52,6.5,16,Ubisoft Montreal,T,Shaun White Skateboarding,10/26/2010,0,11587,0,0,1,12925,7.74E-05,3
Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.26,0.14,0,0.07,0.46,54.33333333,30,0,nan,Games Farm,T,"Air Conflicts: Secret Wars,Air Conflicts,Secret Wars",9/30/2011,0,29015,0,0,0,32822,0,0
Dance Central: Spotlight,Xbox One,2014,Misc,Microsoft Game Studios,0.3,0.06,0,0,0.38,74,38,7,94,Harmonix Music Systems,T,"Spotlight,Dance Central,Dance Central: Spotlight",9/2/2014,0,30973,0,0,3,26981,0.000111189,3
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.12,0.08,0.14,0.04,0.38,44,44,7,48,Tecmo Koei Canada,M,"Warriors,Warriors: Legends of Troy,Legends of Troy",3/8/2011,0,18469,0,0,18,18956,0.000949567,36
Arcania: Gothic 4,Windows,2010,Role-Playing,JoWood Productions,0.22,0.2,0.01,0.05,0.47,63.33333333,71,4.666666667,666,Spellbound,T,"Gothic 4,Arcania: Gothic,Arcania,Arcania: Gothic 4",10/19/2010,13,11251,0.001155453,216,9,12667,0.000710508,14
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.12,0.04,0.2,0.04,0.38,69,64,7.7,104,Bandai Namco Games,T,"Sword Art Online,Sword Art Online: Hollow Realization,Hollow Realization",11/8/2016,12,44939,0.000267029,11,2,46012,4.35E-05,3
The Lord of the Rings: War in the North,Windows,2011,Action,Warner Bros. Interactive Entertainment,0.1,0.22,0,0.06,0.38,66,42,7.1,578,Snowblind Studios,M,"The Lord of the Rings: War in the North,War in the North,The Lord of the Rings",11/1/2011,16,34178,0.000468137,78,45,47416,0.000949047,112
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.34,0.31,0,0.09,0.74,61,83,4.16,nan,Behaviour Interactive,E10+,"Rango,Rango: The Video Game,The Video Game",3/1/2011,0,17995,0,0,144,18692,0.007703831,1941
Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.24,0.1,0,0.04,0.36,51,10,0,nan,Racjin,E,"Camping Mama,Camping Mama: Outdoor Adventures,Outdoor Adventures",9/13/2011,0,31717,0,0,0,28374,0,0
Just Dance 2017,Wii,2016,Misc,Ubisoft,0.23,0.33,0,0.05,0.61,nan,nan,1.333333333,nan,Ubisoft Paris,E10+,"Just Dance,Just Dance 2017",10/25/2016,1,38675,2.59E-05,1,5,46193,0.000108242,6
Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.3,0.16,0,0.05,0.51,nan,nan,nan,nan,nan,nan,"Flesh & Blood,Saw II: Flesh & Blood,Saw II",10/19/2010,1,11251,8.89E-05,1,3,12667,0.000236836,3
LEGO Harry Potter: Years 5-7,Vita,2012,Action,Warner Bros. Interactive Entertainment,0.14,0.14,0,0.06,0.36,64,38,6.8,42,Traveller's Tales,E10+,"Years 5-7,LEGO Harry Potter: Years 5-7,LEGO Harry Potter",3/6/2012,0,40589,0,0,0,42792,0,0
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.17,0.3,0,0.09,0.55,nan,nan,3.2,nan,Milestone S.r.l,E,"MotoGP 14 ,MotoGP",6/20/2014,1,37580,2.66E-05,1,5,31347,0.000159505,5
Skylanders Imaginators,Wii U,2016,Platform,Activision,0.33,0.4,0,0.1,0.8,nan,nan,2.3,nan,Toys for Bob,E10+,Skylanders Imaginators,10/16/2016,0,34495,0,0,3,47143,6.36E-05,3
Valhalla Knights 3,Vita,2013,Role-Playing,Xseed Games,0.08,0.02,0.24,0.02,0.36,48,38,6.8,112,K2,M,"Valhalla Knights,Valhalla Knights 3",10/15/2013,0,45095,0,0,0,42712,0,0
GRID Autosport,PS3,2014,Racing,Codemasters,0.13,0.23,0.02,0.07,0.45,75,85,6.533333333,180,Codemasters,E,GRID Autosport,6/24/2014,0,37813,0,0,23,30677,0.000749747,46
World of Outlaws: Sprint Cars,Xbox 360,2010,Racing,THQ,0.34,0,0,0.02,0.36,57,8,8.1,20,Big Ant Studios,E,"Sprint Cars,World of Outlaws,World of Outlaws: Sprint Cars",2/9/2010,0,8689,0,0,0,10250,0,0
Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.1,0.04,0.2,0.02,0.36,nan,nan,nan,nan,nan,nan,"Pro Evolution Soccer,Pro Evolution Soccer 2013",11/20/2012,1,48318,2.07E-05,1,1,48341,2.07E-05,1
Lips: Party Classics,Xbox 360,2010,Misc,Microsoft Game Studios,0.1,0.22,0,0.04,0.36,69,20,0,nan,iNiS,T,"Party Classics,Lips: Party Classics,Lips",3/2/2010,0,9655,0,0,4,11285,0.000354453,6
MindJack,PS3,2011,Shooter,Square Enix,0.21,0.16,0,0.07,0.45,43.66666667,104,1.533333333,208,FeelPlus,M,MindJack,1/18/2011,4,16347,0.000244693,5,14,17725,0.000789845,16
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.29,0.09,0,0.07,0.47,59.33333333,71,5.933333333,202,EA Sports,E,"NBA Live,NBA,NBA Live 16",9/29/2015,0,31433,0,0,23,31978,0.000719244,38
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.14,0.04,0.14,0.04,0.36,38,68,5.6,74,"Team Ninja, Tecmo",M,Dead or Alive Paradise,3/30/2010,1,11285,8.86E-05,1,3,11116,0.000269881,19
Dark Souls II,Windows,2014,Role-Playing,Namco Bandai Games,0.16,0.16,0,0.02,0.34,91,72,7.1,4636,From Software,T,"Dark Souls II,Dark Souls",4/24/2014,47,33254,0.001413364,1621,0,30665,0,0
Project Spark,Xbox One,2014,Misc,Microsoft Game Studios,0.22,0.1,0,0.04,0.34,73,52,7,302,Microsoft Game Studios,E10+,Project Spark,10/7/2014,2,26546,7.53E-05,2,0,27517,0,0
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.1,0.14,0.04,0.04,0.34,74,70,7.6,148,Koei Tecmo Games,T,Toukiden Kiwami,3/31/2015,1,30786,3.25E-05,1,0,33397,0,0
The Secret World,Windows,2012,Role-Playing,Funcom,0.14,0.16,0,0.04,0.34,74,110,8.2,2652,Funcom,M,The Secret World,7/3/2012,0,48302,0,0,44,60476,0.000727561,107
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.16,0.12,0,0.06,0.34,53,78,6.1,32,Nihilistic,E10+,PlayStation Move Heroes,3/22/2011,1,18670,5.36E-05,1,0,23810,0,0
Danganronpa 2: Goodbye Despair,Vita,2014,Misc,Nippon Ichi Software,0.16,0.1,0,0.08,0.34,81,100,8.7,280,Spike Chunsoft,M,"Danganronpa 2: Goodbye Despair,Danganronpa 2,Goodbye Despair",9/2/2014,0,30973,0,0,4,26981,0.000148252,421
MotoGP 10/11,PS3,2011,Racing,Capcom,0.08,0.2,0,0.06,0.34,68,64,6.1,46,Monumental Games,E,"MotoGP,MotoGP 10/11",3/15/2011,1,18581,5.38E-05,1,3,19704,0.000152253,5
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.26,0.06,0,0.02,0.34,nan,nan,nan,nan,nan,nan,"Michael Jackson,Michael Jackson: The Experience 3D,The Experience 3D",11/7/2011,3,38493,7.79E-05,2,0,45386,0,0
N3 II: Ninety-Nine Nights,Xbox 360,2010,Action,Microsoft Game Studios,0.12,0.12,0.08,0.02,0.34,nan,nan,nan,nan,nan,nan,"Ninety-Nine Nights,N3 II: Ninety-Nine Nights,N3 II",6/29/2010,0,10888,0,0,0,10629,0,0
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.22,0.17,0.02,0.07,0.49,43,61,4.8,81,Kylotonn,M,The Cursed Crusade,10/25/2011,0,31619,0,0,0,48583,0,0
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.15,0.23,0,0.07,0.45,71.66666667,99,6.566666667,114,Bugbear,T,Ridge Racer Unbounded,3/27/2012,0,42562,0,0,14,44497,0.000314628,15
NASCAR '14,Xbox 360,2014,Racing,Deep Silver,0.39,0,0,0.06,0.45,65.66666667,15,4.933333333,48,Deep Silver,E,NASCAR '14,2/18/2014,1,41104,2.43E-05,1,0,38326,0,0
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.46,0.22,0,0.08,0.8,nan,nan,4.083333333,nan,Double Helix Games,T,"Green Lantern: Rise of the Manhunters,Green Lantern,Rise of the Manhunters",6/7/2011,1,25898,3.86E-05,0,3,26728,0.000112242,4
Naval Assault: The Killing Tide,Xbox 360,2010,Simulation,505 Games,0.16,0.14,0,0.04,0.34,40,22,4.2,10,Artech Studios,T,"Naval Assault: The Killing Tide,The Killing Tide,Naval Assault",6/15/2010,0,10416,0,0,1,10515,9.51E-05,1
Far Cry: Primal,Windows,2016,Action,Ubisoft,0.08,0.22,0,0.02,0.32,74,36,4.8,736,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",3/1/2016,0,32612,0,0,40,32446,0.001232818,40
Stronghold 3,Windows,2011,Strategy,nan,0.12,0.2,0,0,0.32,47,58,3,700,FireFly Studios,T,"Stronghold,Stronghold 3",10/25/2011,5,31619,0.000158133,45,19,48583,0.000391083,86
Aliens: Infestation,DS,2011,Action,Sega,0.18,0.1,0,0.04,0.32,76,86,8.2,58,"Gearbox Software, WayForward",T,"Aliens,Infestation,Aliens: Infestation",10/11/2011,0,28374,0,0,9,39780,0.000226244,38
Grease Dance,Xbox 360,2011,Misc,505 Games,0.27,0.08,0,0.03,0.39,nan,nan,0,nan,505 Games,T,Grease Dance,10/25/2011,0,31619,0,0,0,48583,0,0
Just Dance: Disney Party,Xbox 360,2012,Misc,Ubisoft,0.27,0.14,0,0.05,0.44,nan,nan,0,nan,"Disney Interactive Studios, Land Ho!",E,"Just Dance,Just Dance: Disney Party,Disney Party",10/23/2012,0,40989,0,0,0,48318,0,0
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.1,0.06,0.12,0.04,0.32,67,46,7.8,98,Gust,T,"Ode to an Unborn Star,Ar Nosurge,Ar Nosurge: Ode to an Unborn Star",9/23/2014,0,27915,0,0,1,26444,3.78E-05,1
Shaun White Skateboarding,Xbox 360,2010,Sports,Ubisoft,0.2,0.1,0,0.02,0.32,61,68,5.3,14,Ubisoft Montreal,T,Shaun White Skateboarding,10/24/2010,0,11434,0,0,0,12923,0,0
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.1,0.02,0.16,0.02,0.32,70,44,0,nan,Game Republic,T,"Dragon Ball,Dragon Ball: Origins 2,Dragonball,Origins 2,Dragon Ball: Origins",6/22/2010,2,10759,0.000185891,1,4,10309,0.00038801,3
Wildstar,Windows,2014,Role-Playing,NCSoft,0.16,0.14,0,0.02,0.32,82,104,7.4,1930,Carbine Studios,T,Wildstar,6/3/2014,81,32164,0.002518343,915,55,36865,0.00149193,374
Harvest Moon: The Lost Valley,3DS,2014,Simulation,Natsume,0.26,0.02,0,0.04,0.32,nan,nan,nan,nan,nan,nan,"The Lost Valley,Harvest Moon,Harvest Moon: The Lost Valley",11/4/2014,3,27517,0.000109024,2,3,30993,9.68E-05,2
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.07,0.06,0.27,0.04,0.44,nan,nan,nan,nan,Omega Force,T,"Xtreme Legends,Dynasty Warriors 8,Dynasty Warriors 8: Xtreme Legends",7/16/2013,0,74859,0,0,0,54557,0,0
Fist of the North Star: Ken's Rage,Xbox 360,2010,Action,Ubisoft Annecy,0.14,0.04,0.12,0.02,0.32,59,76,7.3,46,Koei,M,"Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star",11/2/2010,0,11731,0,0,0,14151,0,0
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.14,0.14,0,0.02,0.3,60,44,6.6,10,Ubisoft,T,James Noir's Hollywood Crimes,11/1/2011,0,34178,0,0,0,47416,0,0
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.22,0,0.06,0.02,0.3,80,16,8,26,Neverland,E10+,"Lufia,Curse of the Sinistrals,Lufia: Curse of the Sinistrals",10/12/2010,0,11523,0,0,2,12211,0.000163787,7
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.29,0.1,0,0.07,0.45,nan,nan,0,nan,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/26/2010,0,11587,0,0,0,12925,0,0
Fantasia: Music Evolved,Xbox One,2014,Misc,Disney Interactive Studios,0.28,0.07,0,0.03,0.37,nan,nan,7.333333333,141,Harmonix Music Systems,E10+,"Music Evolved,Fantasia,Fantasia: Music Evolved",10/21/2014,1,26444,3.78E-05,1,2,29614,6.75E-05,2
Darksiders II,Wii U,2012,Action,THQ,0.14,0.14,0,0.02,0.3,85,72,8.2,306,Vigil Games,M,"Darksiders II,Darksiders",11/18/2012,24,47446,0.000505838,273,49,48637,0.001007463,389
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.21,0.14,0,0.05,0.42,39.66666667,17,4.233333333,18,THQ Australia,E10+,"Megamind: Ultimate Showdown,Ultimate Showdown,Megamind",11/2/2010,0,11731,0,0,0,14151,0,0
Thor: God of Thunder,Wii,2011,Action,Sega,0.5,0.23,0,0.07,0.8,51.33333333,131,6.25,73,Red Fly Studio,T,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011,0,25433,0,0,4,23364,0.000171204,4
The Sims Medieval: Pirates and Nobles,Windows,2011,Simulation,Electronic Arts,0.1,0.16,0,0.04,0.3,nan,nan,nan,nan,nan,nan,"Sims,The Sims Medieval,Pirates and Nobles,The Sims Medieval: Pirates and Nobles",8/30/2011,2,29865,6.70E-05,8,1,29198,3.42E-05,1
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.08,0.14,0.06,0.02,0.3,nan,nan,nan,nan,nan,nan,"Castlevania: Lords of Shadow - Mirror of Fate,Lords of Shadow - Mirror of Fate,Castlevania",3/5/2013,27,47163,0.000572483,771,40,50923,0.0007855,65
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.14,0.04,0.08,0.04,0.3,79,108,8.7,416,SNK Playmore,T,The King of Fighters XIV,8/23/2016,0,34955,0,0,9,36362,0.000247511,11
Rayman Origins,3DS,2012,Platform,Ubisoft,0.12,0.16,0,0.02,0.3,71,16,6.3,130,UBlart Montpellier,E10+,Rayman Origins,11/6/2012,0,43388,0,0,4,50133,7.98E-05,20
ReCore,Xbox One,2016,Action,Microsoft Game Studios,0.16,0.1,0,0.02,0.3,63,150,6.6,890,"Armature Studio, comcept",T,ReCore,9/13/2016,0,36974,0,0,59,33761,0.001747579,244
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.14,0,0.12,0.02,0.28,nan,nan,nan,nan,nan,nan,"Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Zetta Hero Project,Unlosing Ranger vs. Darkdeath Evilman",10/26/2010,0,11587,0,0,2,12925,0.000154739,2
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.26,0,0,0.02,0.28,nan,nan,0,nan,h.a.n.d. Inc.,E,Active Life Explorer,10/19/2010,0,11251,0,0,0,12667,0,0
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.44,0.24,0,0.06,0.72,nan,nan,0,nan,Monkey Bar Games,E,Ben 10 Galactic Racing,10/18/2011,0,28739,0,0,0,47876,0,0
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.37,0,0,0.03,0.4,36,40,1.033333333,25,Seven45 Studios,T,"Power Gig,Rise of the SixString,Power Gig: Rise of the SixString",10/19/2010,0,11251,0,0,0,12667,0,0
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.26,0,0,0.02,0.28,nan,nan,nan,nan,nan,nan,"Atari's Greatest Hits: Volume,Atari's Greatest Hits,Atari's Greatest Hits: Volume 1,Volume 1",11/2/2010,0,11731,0,0,2,14151,0.000141333,2
7 Days to Die,PS4,2016,Action,Telltale Games,0.11,0.18,0,0.04,0.33,41.66666667,49,5.666666667,354,The Fun Pimps Entertainment LLC,M,7 Days to Die,6/28/2016,0,40319,0,0,25,37889,0.000659822,27
Let's Cheer,Xbox 360,2011,Misc,Take-Two Interactive,0.24,0,0,0.02,0.28,nan,nan,nan,nan,nan,nan,Let's Cheer,5/10/2011,0,25902,0,0,0,25898,0,0
Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,0.35,0,0,0.03,0.38,nan,nan,nan,nan,High Voltage Software,E,"Nicktoons,MLB,Nicktoons: MLB",9/13/2011,0,31717,0,0,2,28374,7.05E-05,0
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.18,0.08,0,0.02,0.28,75,42,7.8,48,Gaijin Games,E,BIT.TRIP SAGA,9/13/2011,0,31717,0,0,0,28374,0,0
Red Orchestra 2: Heroes of Stalingrad,Windows,2011,Shooter,Tripwire Interactive,0.08,0.14,0,0.04,0.28,76,98,7.3,1458,Tripwire Interactive,M,"Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2",9/13/2011,4,31717,0.000126115,38,76,28374,0.002678508,1402
Hulk Hogan's Main Event,Xbox 360,2011,Fighting,505 Games,0.2,0.04,0,0.02,0.26,26,8,2.2,40,Panic Button,T,Hulk Hogan's Main Event,10/11/2011,0,28374,0,0,1,39780,2.51E-05,10
Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.2,0.04,0,0.02,0.26,nan,nan,nan,nan,nan,nan,Zoobles! Spring to Life!,11/1/2011,0,34178,0,0,0,47416,0,0
Watch Dogs,Wii U,2014,Action,Ubisoft,0.14,0.1,0,0.02,0.26,62,30,6.4,324,Ubisoft Romania,M,Watch Dogs,11/18/2014,31,29614,0.001046802,152,25,29930,0.000835282,53
Game Party: Champions,Wii U,2012,Action,Warner Bros. Interactive Entertainment,0.18,0.06,0,0.02,0.26,24,16,3.5,42,"Phosphor Games Studio, LLC",E,"Champions,Game Party,Game Party: Champions",11/30/2012,5,50213,9.96E-05,6,0,48813,0,0
Deception IV: Blood Ties,Vita,2014,Action,Tecmo Koei,0.07,0.06,0.2,0.03,0.37,68,57,7.733333333,149,Koei Tecmo Games,M,"Deception IV: Blood Ties,Deception IV,Blood Ties",3/25/2014,1,37893,2.64E-05,1,1,33769,2.96E-05,0
Steel Battalion: Heavy Armor,Xbox 360,2012,Misc,Capcom,0.16,0.04,0.04,0.02,0.26,38,116,2.4,184,From Software,M,"Heavy Armor,Steel Battalion,Steel Battalion: Heavy Armor",6/19/2012,0,48870,0,0,8,55788,0.0001434,18
Twister Mania,Xbox 360,2011,Misc,505 Games,0.2,0.02,0,0.02,0.26,nan,nan,0,nan,"Majesco Games, Majesco",E,Twister Mania,11/1/2011,0,34178,0,0,0,47416,0,0
Fuse (Insomniac),Xbox 360,2013,Shooter,Electronic Arts,0.24,0.1,0,0.04,0.37,nan,nan,nan,nan,nan,nan,Fuse (Insomniac),5/28/2013,0,48984,0,0,0,87385,0,0
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.18,0.11,0.02,0.05,0.34,50.66666667,110,4.966666667,159,Rebellion,M,NeverDead,1/31/2012,0,37025,0,0,0,39439,0,0
Gladiator Begins,PSP,2010,Action,PQube,0.1,0.02,0.1,0.02,0.24,59,18,8,28,Acquire,M,Gladiator Begins,9/15/2010,0,11263,0,0,0,11365,0,0
Sleeping Dogs,Windows,2012,Action,Square Enix ,0.12,0.1,0,0.02,0.24,81,46,8.2,2418,United Front Games,M,Sleeping Dogs,8/14/2012,0,54089,0,0,0,46348,0,0
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.22,0,0,0.02,0.24,86,54,7.9,64,Q-Games,E,PixelJunk Monsters Deluxe,4/27/2010,0,11116,0,0,0,10624,0,0
Supremacy MMA,PS3,2011,Fighting,505 Games,0.19,0.08,0,0.05,0.32,47.66666667,51,6.4,19,Kung Fu Factory,M,Supremacy MMA,9/20/2011,1,30751,3.25E-05,1,0,28739,0,0
Robinson: The Journey,PS4,2016,Action,Crytek,0.12,0.06,0,0.04,0.24,65,80,6.9,124,Crytek,nan,"The Journey,Robinson: The Journey,Robinson",11/8/2016,20,44939,0.000445048,18,18,46012,0.000391202,23
Conduit 2,Wii,2011,Shooter,Sega,0.14,0.08,0,0.02,0.24,64,102,7.6,120,High Voltage Software,T,"Conduit 2,Conduit",4/19/2011,1,23810,4.20E-05,3,9,23329,0.000385786,18
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.22,0.02,0,0.02,0.24,nan,nan,nan,nan,nan,nan,"Transformers: War for Cybertron -- Decepticons,War for Cybertron -- Decepticons,Transformers",6/22/2010,0,10759,0,0,0,10309,0,0
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.16,0.04,0,0.04,0.24,74,66,8.7,50,SuperVillain Studios,T,"Fistful of Cake,Fat Princess,Fat Princess: Fistful of Cake",5/4/2010,6,11251,0.000533286,7,3,10124,0.000296326,8
Rodea the Sky Soldier,Wii U,2015,Action,Nippon Ichi Software,0.19,0.04,0.02,0.02,0.28,45,69,6.2,199,"Prope, Kadokawa",E10+,Rodea the Sky Soldier,11/10/2015,1,35933,2.78E-05,1,0,40196,0,0
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.16,0,0.06,0.02,0.24,52,12,0,nan,Hudson Soft,E,Deca Sports Extreme,9/20/2011,0,30751,0,0,0,28739,0,0
Marvel Avengers: Battle for Earth,Wii U,2012,Action,Ubisoft,0.14,0.08,0,0.02,0.26,54,31,5.766666667,62,Ubisoft Quebec,T,"Marvel,Battle for Earth,Marvel Avengers,Marvel Avengers: Battle for Earth",10/30/2012,0,41853,0,0,68,49845,0.001364229,70
Tropico 5,Windows,2014,Simulation,Kalypso Media,0.04,0.18,0,0.02,0.24,75,102,7,702,Haemimont,T,"Tropico,Tropico 5",5/23/2014,10,30677,0.000325977,35,0,37580,0,0
Reality Fighters,Vita,2012,Fighting,Sony Computer Entertainment,0.1,0.1,0,0.04,0.24,54,78,3.8,60,Novarama,T,Reality Fighters,3/13/2012,1,41380,2.42E-05,2,0,43052,0,0
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.18,0,0.02,0.02,0.24,68,76,8.7,36,Hudson Soft,E10+,Lost in Shadow,10/8/2010,0,11771,0,0,0,11826,0,0
Darkspore,Windows,2011,Role-Playing,Electronic Arts,0.14,0.06,0,0.02,0.24,65,104,6,266,Maxis,T,Darkspore,4/26/2011,16,24451,0.00065437,74,15,23559,0.000636699,30
Self-Defense Training Camp,Xbox 360,2011,Sports,Ubisoft,0.16,0.06,0,0.02,0.24,21,10,5,50,Ubisoft,T,Self-Defense Training Camp,11/8/2011,0,39780,0,0,1,44288,2.26E-05,1
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.14,0.22,0,0.06,0.4,nan,nan,2.475,nan,HB Studios Multimedia,E,"Rugby 15,Rugby",2/10/2015,2,30607,6.53E-05,2,4,31029,0.000128912,5
Disney Art Academy,3DS,2016,Action,Nintendo,0.04,0.02,0.16,0,0.22,72,32,6.8,10,Headstrong Games,E,Disney Art Academy,5/13/2016,1,36100,2.77E-05,1,0,37302,0,0
Funky Barn,3DS,2012,Simulation,Ubisoft,0.14,0.06,0,0.02,0.22,nan,nan,nan,nan,nan,nan,Funky Barn,4/3/2012,0,42792,0,0,0,44503,0,0
Dementium II,DS,2010,Shooter,SouthPeak Games,0.18,0.02,0,0.02,0.22,75,50,8.3,62,Renegade Kid,M,"Dementium,Dementium II",5/4/2010,1,11251,8.89E-05,1,7,10124,0.000691426,25
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.22,0.09,0,0.03,0.35,43.75,23,3.45,36,Trickstar Games,T,"JASF,JASF: Jane's Advanced Strike Fighters,Jane's Advanced Strike Fighters",10/18/2011,0,28739,0,0,0,47876,0,0
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.1,0.1,0,0.02,0.22,58,22,0,nan,Indies Zero,E10+,DualPenSports,6/21/2011,0,28309,0,0,0,24555,0,0
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.06,0.1,0.02,0.04,0.22,79,84,7.9,152,Guerilla Cambridge,T,"Mechanized Combat League,RIGS: Mechanized Combat League,RIGS",10/13/2016,2,34066,5.87E-05,2,2,46185,4.33E-05,2
Deus Ex: Human Revolution,Wii U,2013,Shooter,Square Enix,0.1,0.1,0,0.02,0.22,nan,nan,nan,nan,nan,nan,"Deus Ex,Deus Ex: Human Revolution,Human Revolution",10/22/2013,52,41878,0.001241702,6309,22,49183,0.000447309,93
Sonic Generations,Windows,2011,Platform,Sega,0.04,0.14,0,0.04,0.22,77,22,8.3,674,Sega,E,"Sonic Generations,Sonic",11/3/2011,0,35435,0,0,0,46981,0,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Xbox 360,2011,Action,THQ,0.28,0.15,0,0.05,0.48,nan,nan,nan,nan,nan,nan,"The Penguins of Madagascar,Dr. Blowhole Returns - Again!,The Penguins of Madagascar: Dr. Blowhole Returns - Again!",9/6/2011,0,30946,0,0,1,28961,3.45E-05,0
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.25,0,0,0.02,0.27,52.33333333,23,6.833333333,32,Immersion Software & Graphics,T,"Lucha Libre AAA: Heroes del Ring,Heroes del Ring,Lucha Libre AAA",10/12/2010,0,11523,0,0,1,12211,8.19E-05,1
Pac-Man and the Ghostly Adventures 2,Xbox 360,2014,Adventure,Namco Bandai Games,0.22,0.17,0,0.06,0.46,nan,nan,5.26,nan,Vicious Cycle,E10+,"Pac-Man and the Ghostly Adventures,Pac-Man and the Ghostly Adventures 2",10/14/2014,0,26210,0,0,1,28394,3.52E-05,1
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.1,0.08,0,0.02,0.2,75,60,7.3,62,Idea Factory,T,"So Long, My Love,Sakura Wars: So Long, My Love,Sakura Wars",3/30/2010,5,11285,0.000443066,73,6,11116,0.000539763,23
