,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
1111,1111,Bakugan Battle Brawlers: Defenders of the Core,DS,2010.0,Action,Activision,0.41,0.02,0.02,0.03,0.48,,,tbd,,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/29/2010
1112,1112,Major League Baseball 2K13,Xbox 360,2013.0,Sports,Take-Two Interactive,0.44,0.0,0.0,0.04,0.48,,,,,,,Major League Baseball 2K13,3/5/2013
1113,1113,NHL 16,Xbox One,2015.0,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6,81.0,"EA Sports, EA Canada",E10+,"NHL,NHL 16",9/15/2015
1115,1115,Doom 3 BFG Edition,Xbox 360,2012.0,Shooter,Bethesda Softworks,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,id Software,M,Doom 3 BFG Edition,10/16/2012
1117,1117,Rock Band 4,Xbox One,2015.0,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,Harmonix Music Systems,T,"Rock Band 4,Rock Band",10/6/2015
1118,1118,James Bond 007: Blood Stone,Xbox 360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,Bizarre Creations,T,"James Bond 007,Blood Stone,James Bond 007: Blood Stone",11/2/2010
1119,1119,Street Fighter X Tekken,Xbox 360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012
1121,1121,FIFA Soccer 13,Wii U,2012.0,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,Electronic Arts,E,"FIFA Soccer,FIFA Soccer 13",9/25/2012
1122,1122,Epic Mickey 2: The Power of Two,PS3,2012.0,Action,Disney Interactive Studios,0.21,0.18,0.0,0.08,0.47,59.0,36.0,4.3,24.0,Blitz Games Studios,E,"Epic Mickey 2: The Power of Two,The Power of Two,Epic Mickey 2,Epic Mickey 2: The Power of",11/18/2012
1123,1123,Dragon Age Origins: Awakening,Xbox 360,2010.0,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,,,,,,,"Dragon Age Origins: Awakening,Awakening,Dragon Age Origins",3/16/2010
1124,1124,FlingSmash,Wii,2010.0,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48.0,26.0,6.8,13.0,Artoon,E,FlingSmash,11/7/2010
1125,1125,FIFA 12,Windows,2011.0,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,,,,,,,"FIFA,FIFA 12",9/27/2011
1126,1126,Rise of Nightmares,Xbox 360,2011.0,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,Sega,M,Rise of Nightmares,9/6/2011
1127,1127,EA Sports UFC,Xbox One,2014.0,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T,EA Sports UFC,6/17/2014
1128,1128,Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,"Nintendo, Headstrong Games",E,"Lessons for Everyone,Art Academy: Lessons for Everyone,Art Academy",10/1/2012
1129,1129,One Piece: Pirate Warriors 3,PS4,2015.0,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74.0,34.0,7.4,118.0,Omega Force,T,"One Piece,Pirate Warriors 3,One Piece: Pirate Warriors 3,One Piece: Pirate Warriors",8/25/2015
1132,1132,The Evil Within,Xbox 360,2014.0,Action,Bethesda Softworks,0.25,0.16,0.01,0.04,0.46,,,7.6,172.0,Tango Gameworks,M,The Evil Within,10/14/2014
1133,1133,MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61.0,41.0,6.7,11.0,THQ Digital Studio Phoenix,E,"MX vs. ATV: Alive,Alive,MX vs. ATV",5/10/2011
1136,1136,Need for Speed: Hot Pursuit,Wii,2010.0,Racing,Electronic Arts,0.17,0.23,0.0,0.05,0.46,50.0,8.0,3.7,18.0,Exient Entertainment,E10+,"Need for Speed: Hot Pursuit,Need for Speed,Hot Pursuit",11/16/2010
1138,1138,Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46,64.0,41.0,6.9,262.0,Vatra,M,"Silent Hill,Silent Hill: Downpour,Downpour",3/13/2012
1139,1139,WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,0.29,0.13,0.0,0.04,0.46,72.0,7.0,tbd,,Yuke's,T,"WWE SmackDown vs. Raw,WWE SmackDown vs. Raw 2011,WWE",10/26/2010
1140,1140,Disney Infinity 3.0,Wii U,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,,,,,,,Disney Infinity 3.0,8/30/2015
1141,1141,Just Dance 2014,Xbox One,2013.0,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7,58.0,Ubisoft,E10+,"Just Dance,Just Dance 2014",10/8/2013
1142,1142,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.34,0.0,0.03,0.45,,,2.4,35.0,EA Sports,E,"FIFA,FIFA 15",9/23/2014
1144,1144,NHL 15,Xbox 360,2014.0,Sports,Electronic Arts,0.35,0.05,0.0,0.05,0.45,,,2.8,47.0,EA Sports,E10+,"NHL,NHL 15",9/9/2014
1145,1145,PlayStation All-Stars Battle Royale,Vita,2012.0,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,0.45,75.0,15.0,7.5,221.0,Bluepoint Games,T,PlayStation All-Stars Battle Royale,11/20/2012
1148,1148,Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.2,0.0,0.04,0.45,,,6.4,7.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham",11/11/2014
1149,1149,Major League Baseball 2K11,Xbox 360,2011.0,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,Visual Concepts,E,Major League Baseball 2K11,3/8/2011
1150,1150,Scooby-Doo! and the Spooky Swamp,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.45,,,,,,,Scooby-Doo! and the Spooky Swamp,9/14/2010
1151,1151,Red Faction: Armageddon,PS3,2011.0,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71.0,52.0,7.3,58.0,Volition Inc.,M,"Armageddon,Red Faction: Armageddon,Red Faction",6/7/2011
1153,1153,Lego Batman 3: Beyond Gotham,Wii U,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45,,,7,20.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham",11/11/2014
1154,1154,F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74.0,48.0,7.1,103.0,Day 1 Studios,M,"F.E.A.R.,F.E.A.R. 3",6/21/2011
1156,1156,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85.0,61.0,7.6,478.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2017",9/13/2016
1157,1157,Dead or Alive: Dimensions,3DS,2011.0,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,79.0,62.0,8.2,113.0,Team Ninja,T,"Dead or Alive,Dead or Alive: Dimensions,Dimensions",5/24/2011
1158,1158,Disney Infinity 3.0,PS3,2015.0,Action,Disney Interactive Studios,0.16,0.21,0.0,0.07,0.45,,,,,,,Disney Infinity 3.0,8/30/2015
1159,1159,Wolfenstein: The New Order,Windows,2014.0,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45,81.0,23.0,8.2,1647.0,MachineGames,M,"The New Order,Wolfenstein,Wolfenstein: The New Order",5/20/2014
1161,1161,Watch Dogs,Windows,2014.0,Action,Ubisoft,0.15,0.26,0.0,0.03,0.45,77.0,18.0,4.7,3288.0,Ubisoft Montreal,M,Watch Dogs,5/27/2014
1162,1162,F.E.A.R. 3,Xbox 360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7,139.0,Day 1 Studios,M,"F.E.A.R.,F.E.A.R. 3",6/21/2011
1163,1163,Disney Guilty Party,Wii,2010.0,Misc,Disney Interactive Studios,0.42,0.0,0.0,0.03,0.45,78.0,13.0,8,4.0,Wideload Games Inc.,E,Disney Guilty Party,8/31/2010
1164,1164,"Warhammer 40,000: Space Marine",PS3,2011.0,Shooter,THQ,0.13,0.23,0.0,0.08,0.44,70.0,46.0,7.4,162.0,Relic,M,"Space Marine,Warhammer 40,000: Space Marine,Warhammer 40,000",9/6/2011
1167,1167,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69.0,49.0,6.6,28.0,Sega,E,"Virtua Tennis,Virtua Tennis 4",4/29/2011
1168,1168,Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox 360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,"CyberConnect2, Racjin",T,"Ultimate Ninja Storm Generations,Naruto Shippuden,Naruto,Naruto Shippuden: Ultimate Ninja Storm Generations",3/13/2012
1169,1169,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44,,,7.1,115.0,MachineGames,M,"The New Order,Wolfenstein,Wolfenstein: The New Order",5/20/2014
1170,1170,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.19,0.18,0.0,0.07,0.44,78.0,46.0,5.6,32.0,Toys for Bob,E10+,"Trap Team,Skylanders,Skylanders: Trap Team",10/5/2014
1171,1171,Disney Infinity 2.0: Marvel Super Heroes,Xbox One,2014.0,Action,Disney Interactive Studios,0.25,0.15,0.0,0.04,0.44,,,,,,,"Disney Infinity 2.0: Marvel Super Heroes,Marvel,Disney Infinity 2.0,Marvel Super Heroes",9/23/2014
1174,1174,Transformers: Fall of Cybertron,Xbox 360,2012.0,Action,Activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,8.3,160.0,High Moon Studios,T,"Fall of Cybertron,Transformers: Fall of Cybertron,Transformers",8/21/2012
1176,1176,Madden NFL 12,Wii,2011.0,Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44,,,6.2,5.0,EA Tiburon,E,"Madden NFL 12,Madden NFL,Madden",8/30/2011
1177,1177,DmC: Devil May Cry,Xbox 360,2013.0,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,Ninja Theory,M,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",1/15/2013
1178,1178,Child of Eden,Xbox 360,2011.0,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,84.0,81.0,7.7,95.0,Q Entertainment,E10+,Child of Eden,6/16/2011
1179,1179,Spider-Man: Shattered Dimensions,PS3,2010.0,Action,Activision,0.26,0.12,0.0,0.05,0.44,74.0,57.0,7.5,96.0,Beenox,T,"Spider-Man: Shattered Dimensions,Shattered Dimensions,Spider-Man",9/7/2010
1181,1181,Need for Speed: Shift 2 Unleashed,Xbox 360,2011.0,Racing,Electronic Arts,0.18,0.21,0.0,0.04,0.43,,,,,,,"Need for Speed,Shift 2 Unleashed,Need for Speed: Shift 2 Unleashed",3/29/2011
1182,1182,Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58.0,43.0,5,152.0,Team Ninja,M,"Ninja Gaiden 3,Ninja Gaiden",3/20/2012
1183,1183,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74.0,33.0,6.8,28.0,Hudson Soft,E,Tetris Axis,10/2/2011
1184,1184,Borderlands: The Handsome Collection,Xbox One,2015.0,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,80.0,11.0,7.8,119.0,Gearbox Software,M,"The Handsome Collection,Borderlands: The Handsome Collection,Borderlands",3/24/2015
1186,1186,Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,,,Hyrule Warriors,3/25/2016
1187,1187,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,26.0,7.5,100.0,CyberConnect2,T,"Naruto Shippuden,Naruto Shippuden: Ultimate Ninja Storm Revolution,Naruto,Ultimate Ninja Storm Revolution",9/16/2014
1188,1188,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.43,43.0,31.0,5.5,49.0,Artificial Mind and Movement,T,Naughty Bear,6/23/2010
1190,1190,Lego Batman 3: Beyond Gotham,Xbox One,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,25.0,7.1,36.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham",11/11/2014
1191,1191,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0,SCEA San Diego Studios,E,"MLB 14,The Show,MLB 14: The Show",4/1/2014
1194,1194,Payday 2,PS3,2013.0,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43,74.0,12.0,6.2,181.0,Overkill Software,M,"Payday 2,Payday",8/13/2013
1195,1195,WWE 2K16,Xbox 360,2015.0,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43,,,5.4,25.0,Yuke's,T,"WWE,WWE 2K16",10/27/2015
1198,1198,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47.0,14.0,6,24.0,TOYBOX,E10+,Hometown Story,10/22/2013
1199,1199,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,77.0,5.0,7.1,29.0,Ubisoft,E10+,"Just Dance 4,Just Dance",10/9/2012
1200,1200,Max Payne 3,Windows,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,30.0,7.6,2202.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/29/2012
1202,1202,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,64.0,49.0,6.9,117.0,Obsidian Entertainment,M,Alpha Protocol,6/1/2010
1203,1203,Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76.0,54.0,8,267.0,MachineGames,,"Wolfenstein: The Old Blood,The Old Blood,Wolfenstein",5/5/2015
1205,1205,Rayman Legends,Xbox 360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10+,Rayman Legends,9/3/2013
1209,1209,Skylanders: SuperChargers,Xbox 360,2015.0,Action,Activision,0.25,0.13,0.0,0.04,0.42,,,5.4,5.0,Vicarious Visions,E10+,"Skylanders: SuperChargers,Skylanders,SuperChargers",9/20/2015
1210,1210,Batman: Arkham Origins Blackgate,Vita,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,Armature Studio,T,"Batman,Arkham Origins Blackgate,Batman: Arkham Origins Blackgate",10/25/2013
1213,1213,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,RedLynx,E10+,Trials Fusion,4/16/2014
1214,1214,Virtua Tennis 4: World Tour,Vita,2011.0,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,,"Virtua Tennis 4: World Tour,World Tour,Virtua Tennis 4",4/29/2011
1215,1215,Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.4,0.0,0.0,0.02,0.42,,,tbd,,Ubisoft,E10+,"Just Dance,Just Dance: Summer Party,Summer Party",7/19/2011
1217,1217,Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,508.0,4A Games,,"Metro,Last Light,Metro: Last Light",5/14/2013
1218,1218,NBA 2K11,PSP,2010.0,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42,,,6.4,5.0,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010
1219,1219,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.36,0.03,0.0,0.03,0.42,,,7.5,10.0,Virtuos,E,"NBA,NBA 2K13",10/2/2012
1220,1220,Spec Ops: The Line,Xbox 360,2012.0,Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,76.0,59.0,8.2,319.0,Yager,M,"Spec Ops,Spec Ops: The Line,The Line",6/26/2012
1222,1222,Vanquish,Xbox 360,2010.0,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84.0,70.0,8.4,182.0,PlatinumGames,M,Vanquish,10/19/2010
1223,1223,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,0.42,58.0,47.0,6.2,28.0,Propaganda Games,T,"Evolution,TRON: Evolution,TRON",12/7/2010
1224,1224,Animal Crossing: Amiibo Festival,Wii U,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46.0,20.0,4.4,173.0,"Nintendo, Nd Cube",E,"Amiibo Festival,Animal Crossing: Amiibo Festival,Animal Crossing",11/13/2015
1225,1225,Just Dance 2014,PS4,2013.0,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,Ubisoft,E10+,"Just Dance,Just Dance 2014",10/8/2013
1228,1228,EA Sports UFC 2,Xbox One,2016.0,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6,77.0,EA Sports,T,"EA Sports UFC 2,EA Sports UFC",3/15/2016
1229,1229,MLB 10: The Show,PS2,2010.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,tbd,,SCEA,E,"The Show,MLB 10: The Show,MLB 10",3/2/2010
1232,1232,Battlefield: Hardline,PS3,2015.0,Shooter,Electronic Arts,0.13,0.15,0.07,0.06,0.41,,,5.3,81.0,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline",3/17/2015
1233,1233,Terraria,PS3,2013.0,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,12.0,7.9,70.0,Engine Software,T,Terraria,3/26/2013
1234,1234,LEGO Dimensions,Xbox One,2015.0,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015
1235,1235,NHL 15,Xbox One,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,22.0,3.2,180.0,EA Sports,E10+,"NHL,NHL 15",9/9/2014
1236,1236,Tom Clancy's The Division,Windows,2016.0,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,33.0,5.8,1188.0,Massive Entertainment,M,"Tom Clancy's,Tom Clancy's The Division",3/8/2016
1237,1237,Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.15,0.0,0.06,0.41,76.0,41.0,6.3,24.0,"Harmonix Music Systems, Demiurge Studios",T,"Green Day: Rock Band,Green Day,Rock Band",6/8/2010
1240,1240,Call of Duty: Black Ops II,Wii U,2012.0,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,81.0,31.0,6.9,228.0,Treyarch,M,"Call of Duty: Black Ops,Call of Duty,CoD,Call of Duty: Black Ops II,Black Ops II",11/13/2012
1242,1242,Top Spin 4,Xbox 360,2011.0,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.2,70.0,2K Czech,E,"Top Spin,Top Spin 4",3/15/2011
1243,1243,NBA 2K11,PS2,2010.0,Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,,,tbd,,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010
1245,1245,WWE All Stars,PS3,2011.0,Fighting,THQ,0.16,0.18,0.0,0.07,0.41,75.0,51.0,6.4,36.0,THQ,T,"WWE All Stars,WWE",3/29/2011
1246,1246,Green Day: Rock Band,Xbox 360,2010.0,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,75.0,54.0,6.6,32.0,"Harmonix Music Systems, Demiurge Studios",T,"Green Day: Rock Band,Green Day,Rock Band",6/8/2010
1248,1248,Resistance: Burning Skies,Vita,2012.0,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,60.0,63.0,6.8,245.0,Nihilistic,M,"Resistance: Burning Skies,Burning Skies,Resistance",5/29/2012
1252,1252,Duke Nukem Forever,Windows,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,48.0,5.7,1183.0,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011
1253,1253,Naughty Bear,Xbox 360,2010.0,Action,505 Games,0.21,0.15,0.0,0.04,0.4,43.0,51.0,5.6,70.0,Artificial Mind and Movement,T,Naughty Bear,6/23/2010
1254,1254,Just Dance Kids 2,Xbox 360,2011.0,Misc,Ubisoft,0.29,0.08,0.0,0.03,0.4,,,tbd,,Ubisoft,E,"Just Dance Kids,Just Dance Kids 2",10/25/2011
1257,1257,Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72.0,59.0,6.8,315.0,Bandai Namco Games,T,"Tales of,Tales of Zestiria",10/20/2015
1258,1258,Metal Gear Solid: The Legacy Collection,PS3,2013.0,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93.0,4.0,9,255.0,Konami,M,"Metal Gear Solid: The Legacy Collection,MGS,The Legacy Collection,Metal Gear Solid",7/9/2013
1261,1261,The Wonderful 101,Wii U,2013.0,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78.0,75.0,8.5,495.0,PlatinumGames,T,"The Wonderful,The Wonderful 101",9/15/2013
1262,1262,SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.35,0.02,0.0,0.03,0.4,59.0,12.0,tbd,,WayForward,E,SpongeBob SquigglePants,4/12/2011
1263,1263,Asura's Wrath,PS3,2012.0,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71.0,39.0,7.4,169.0,CyberConnect2,T,Asura's Wrath,2/21/2012
1265,1265,Ragnarok Odyssey,Vita,2012.0,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,66.0,21.0,7.8,111.0,Game Arts,T,Ragnarok Odyssey,10/30/2012
1266,1266,The Gunstringer,Xbox 360,2011.0,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,77.0,60.0,8.1,40.0,Twisted Pixel Games,T,The Gunstringer,9/13/2011
1267,1267,FIFA Soccer 13,Windows,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.4,86.0,7.0,6.6,286.0,Electronic Arts,E,"FIFA Soccer,FIFA Soccer 13",9/25/2012
1269,1269,Mafia II,Windows,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,77.0,46.0,7.9,1238.0,2K Czech,M,"Mafia II,Mafia",8/24/2010
1270,1270,Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,,,7.2,40.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015
1272,1272,Disney Infinity 3.0,Xbox 360,2015.0,Action,Disney Interactive Studios,0.21,0.15,0.0,0.03,0.39,,,,,,,Disney Infinity 3.0,8/30/2015
1273,1273,LEGO The Lord of the Rings,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0.0,0.03,0.39,61.0,4.0,7.6,10.0,TT Games,E10+,LEGO The Lord of the Rings,10/30/2012
1274,1274,No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84.0,68.0,8.8,184.0,Grasshopper Manufacture,M,"Desperate Struggle,No More Heroes 2: Desperate Struggle,No More Heroes 2",1/26/2010
1275,1275,Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7,8.0,Prope,E,Fishing Resort,11/22/2011
1276,1276,Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65.0,26.0,7.3,47.0,From Software,T,"Armored Core,Armored Core V",3/20/2012
1277,1277,Saints Row IV,PS4,2015.0,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39,,,,,,,"Saints Row IV,Saints Row",1/20/2015
1278,1278,Mass Effect 2,Windows,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.06,0.39,94.0,55.0,8.8,3559.0,BioWare,M,"Mass Effect,Mass Effect 2",1/26/2010
1282,1282,Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39,,,,,,,Dishonored,8/25/2015
1283,1283,Dark Souls III,Xbox One,2016.0,Role-Playing,Namco Bandai Games,0.26,0.09,0.0,0.04,0.39,87.0,14.0,8.6,514.0,From Software,,"Dark Souls III,Dark Souls",4/12/2016
1285,1285,Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,18.0,5.3,16.0,EA Tiburon,E,"Madden,Madden NFL Football",3/22/2011
1286,1286,Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.19,0.14,0.0,0.06,0.39,77.0,32.0,8.2,87.0,High Moon Studios,T,"Fall of Cybertron,Transformers: Fall of Cybertron,Transformers",8/21/2012
1287,1287,Alpha Protocol,Xbox 360,2010.0,Role-Playing,Sega,0.23,0.12,0.0,0.04,0.39,63.0,68.0,7.2,201.0,Obsidian Entertainment,M,Alpha Protocol,6/1/2010
1289,1289,FIFA 12,3DS,2011.0,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,,,,,,,"FIFA,FIFA 12",9/27/2011
1290,1290,Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44.0,18.0,5.3,9.0,Ubisoft,E10+,"Combat of Giants: Dinosaurs 3D,Combat of Giants,Dinosaurs 3D",3/27/2011
1291,1291,Until Dawn: Rush of Blood,PS4,2016.0,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39,72.0,49.0,8,68.0,SuperMassive Games,M,"Rush of Blood,Until Dawn: Rush of Blood,Until Dawn",10/13/2016
1293,1293,Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,0.15,0.19,0.0,0.04,0.39,,,,,,,"Step & Roll,Super Monkey Ball: Step & Roll,Super Monkey Ball",2/9/2010
1294,1294,Skylanders SWAP Force,PS4,2013.0,Platform,Activision,0.2,0.12,0.0,0.06,0.39,79.0,7.0,5.2,45.0,Vicarious Visions,E10+,Skylanders SWAP Force,10/13/2013
